"SongNumber","Songtitle","","","AlbumName","","","ArtistLocation","","ArtistName","","","","Danceability","Duration","KeySignature","KeySignatureConfidence","Popularity","Tempo","TimeSignature","TimeSignatureConfidence","Year","ArtistFamiliarity","ArtistPopularity","Genre 1","Genre 2","Genre 3","Genre 4","Genre 5","Genre 6","Genre 7","Genre 8","Genre 9","Genre 10","Genre 11","Genre 12","Genre 13","Genre 14","Genre 15","Genre 16","Genre 17","Genre 18","Genre 19","Genre 20","Genre 21","Genre 22"
"7953","b'Blow-Up (Outtake)'","Blow-Up (Outtake)'","Blow-Up (Outtake)","b'Blow-Up'","Blow-Up'","Blow-Up","","","Tomorrow'","Tomorrow'","Tomorrow'","Tomorrow","0","113.26649","9","0.587","nan","156.957","4","0.648","0","0.679616957","0.354472191","","","","","","","","","","","","","","","","","","","","","",""
"7954","b'Carre Cutia'","Carre Cutia'","Carre Cutia","b'Trem Maluco e Outras Cantigas de Roda'","Trem Maluco e Outras Cantigas de Roda'","Trem Maluco e Outras Cantigas de Roda","","","Helio Ziskind'","Helio Ziskind'","Helio Ziskind'","Helio Ziskind","0","148.50567","9","0.029","nan","118.027","4","0","0","0.351269291","0","","","","","","","","","","","","","","","","","","","","","",""
"7955","b'Still a Fool'","Still a Fool'","Still a Fool","bU.S. Tour '72""""","U.S. Tour '72""""","U.S. Tour '72","","","Groundhogs'","Groundhogs'","Groundhogs'","Groundhogs","0","1023.86893","4","0.327","0.5580220890000001","126.57","3","0.555","1968","0.518442304","0.422033836","60s ","70s ","blues ","trio ","british ","english ","80s ","classic pop and rock","","","","","","","","","","","","","",""
"7956","b'La Medalla'","La Medalla'","La Medalla","b'La Medalla'","La Medalla'","La Medalla","","","Los Chunguitos'","Los Chunguitos'","Los Chunguitos'","Los Chunguitos","0","215.32689","1","0.488","nan","103.886","4","0.161","2001","0.515033584","0.372356588","","","","","","","","","","","","","","","","","","","","","",""
"7957","b'The Wedding'","The Wedding'","The Wedding","b'Songs For A Wedding - 18 Songs For That Special Day'","Songs For A Wedding - 18 Songs For That Special Day'","Songs For A Wedding - 18 Songs For That Special Day","","","Brian Dullaghan'","Brian Dullaghan'","Brian Dullaghan'","Brian Dullaghan","0","147.80036","8","0.725","nan","99.863","3","1","0","0.29143326","0.150857762","","","","","","","","","","","","","","","","","","","","","",""
"7958","b'Viralo Al Reves'","Viralo Al Reves'","Viralo Al Reves","b'A Man And His Music'","A Man And His Music'","A Man And His Music","Santiago de los Caballeros Domin'","Santiago de los Caballeros Domin","Johnny Pacheco'","Johnny Pacheco'","Johnny Pacheco'","Johnny Pacheco","0","334.52363","5","0.017","0.33888672","107.329","4","0.694","0","0.542232717","0.341544413","salsa ","latin","","","","","","","","","","","","","","","","","","","",""
"7959","b'Glow'","Glow'","Glow","b'King Swamp'","King Swamp'","King Swamp","","","King Swamp'","King Swamp'","King Swamp'","King Swamp","0","341.002","7","0.595","nan","172.054","4","0.783","0","0.428712692","0.247346004","","","","","","","","","","","","","","","","","","","","","",""
"7960","b'Accept Me'","Accept Me'","Accept Me","b'The Harvey Averne Dozen'","The Harvey Averne Dozen'","The Harvey Averne Dozen","","","Harvey Averne'","Harvey Averne'","Harvey Averne'","Harvey Averne","0","168.93342","5","0.378","nan","81.31100000000001","4","0.902","0","0.414385653","0.276997485","","","","","","","","","","","","","","","","","","","","","",""
"7961","b'Piano Sonata No. 29 in B flat major Op. 106  ""Hammerklavier"" (2005 Digital Remaster): II.     Scherzo (Assai vivace) - Presto'","Piano Sonata No. 29 in B flat major Op. 106  ""Hammerklavier"" (2005 Digital Remaster): II.     Scherzo (Assai vivace) - Presto'","Piano Sonata No. 29 in B flat major Op. 106  ""Hammerklavier"" (2005 Digital Remaster): II.     Scherzo (Assai vivace) - Presto","b'Beethoven: Piano Sonatas 29 & 32'","Beethoven: Piano Sonatas 29 & 32'","Beethoven: Piano Sonatas 29 & 32","New York'","New York","Solomon'","Solomon'","Solomon'","Solomon","0","150.56934","5","0.659","nan","68.742","1","0","0","0.629732489","0.341265841","","","","","","","","","","","","","","","","","","","","","",""
"7962","b'For All We Know'","For All We Know'","For All We Know","b'President Of Love'","President Of Love'","President Of Love","","","Glen Ricks'","Glen Ricks'","Glen Ricks'","Glen Ricks","0","215.74485","7","0.502","nan","174.856","4","0.803","0","0.329803211","0.25656218","","","","","","","","","","","","","","","","","","","","","",""
"7963","b'Rick's Cafe""","Rick's Cafe""","Rick's Cafe","b'The Platinum Collection'","The Platinum Collection'","The Platinum Collection","","","Christie Hennessy'","Christie Hennessy'","Christie Hennessy'","Christie Hennessy","0","246.15138","5","0.922","nan","143.844","4","0","0","0.413959942","0.31654946","","","","","","","","","","","","","","","","","","","","","",""
"7964","b'Palavras'","Palavras'","Palavras","b'2 Em 1 (Dois Em Um)'","2 Em 1 (Dois Em Um)'","2 Em 1 (Dois Em Um)","","","Nana Caymmi'","Nana Caymmi'","Nana Caymmi'","Nana Caymmi","0","233.24689","4","0.505","0.405115722","99.133","4","0","0","0.523633032","0.348350022","","","","","","","","","","","","","","","","","","","","","",""
"7965","b'Coma'","Coma'","Coma","b'Labor Days'","Labor Days'","Labor Days","","","Aesop Rock'","Aesop Rock'","Aesop Rock'","Aesop Rock","0","236.64281","8","0.709","0.631008059","86.91800000000001","4","0.788","2001","0.834538586","0.477310881","hip hop ","american ","hip hop rnb and dance hall ","us ","hiphop ","new york ","alternative hip hop ","usa ","long island ","rap","","","","","","","","","","","",""
"7966","b'Me Duele'","Me Duele'","Me Duele","b'A.B. Quintanilla III Presents Joe Lopez'","A.B. Quintanilla III Presents Joe Lopez'","A.B. Quintanilla III Presents Joe Lopez","Texas'","Texas","Joe Lopez'","Joe Lopez'","Joe Lopez'","Joe Lopez","0","199.36608","0","0.65","0.358976526","161.979","3","0.246","2004","0.3793712","0.272926797","","","","","","","","","","","","","","","","","","","","","",""
"7967","b'Nothing To Hold Me'","Nothing To Hold Me'","Nothing To Hold Me","b'Doubt'","Doubt'","Doubt","","","Jesus Jones'","Jesus Jones'","Jesus Jones'","Jesus Jones","0","201.16853","2","0.459","0.456949544","66.246","3","0.583","1990","0.592472073","0.420627401","classic pop and rock","","","","","","","","","","","","","","","","","","","","",""
"7968","b'Somewhere In Between'","Somewhere In Between'","Somewhere In Between","b'Power Packed'","Power Packed'","Power Packed","Mississippi'","Mississippi","The Jackson Southernaires'","The Jackson Southernaires'","The Jackson Southernaires'","The Jackson Southernaires","0","338.12853","10","0.732","nan","90.846","4","0.8159999999999999","0","0.323008991","0.31143764","","","","","","","","","","","","","","","","","","","","","",""
"7969","b'Novakane'","Novakane'","Novakane","b'8WM/Novakane'","8WM/Novakane'","8WM/Novakane","New York NY [The Bronx'","New York NY [The Bronx","Black Sheep'","Black Sheep'","Black Sheep'","Black Sheep","0","247.30077","1","0.547","nan","88.264","4","0.697","0","0.761523183","0.474795797","","","","","","","","","","","","","","","","","","","","","",""
"7970","b'God In My Bed'","God In My Bed'","God In My Bed","b'Live'","Live'","Live","","","bK's Choice""""","K's Choice""""","K's Choice","K's Choice","0","183.09179","1","0.831","nan","87.679","3","0.293","1998","0.640757317","0.451219237","","","","","","","","","","","","","","","","","","","","","",""
"7971","b'It Could Never Be You'","It Could Never Be You'","It Could Never Be You","b'Album'","Album'","Album","jakarta'","jakarta","Bonita'","Bonita'","Bonita'","Bonita","0","288.57424","5","0.577","nan","87.78400000000001","4","1","0","0.477963014","0.427015343","","","","","","","","","","","","","","","","","","","","","",""
"7972","b'Alma_ Corazon Y Vida'","Alma_ Corazon Y Vida'","Alma_ Corazon Y Vida","b'Alma_ Corazon Y Vida'","Alma_ Corazon Y Vida'","Alma_ Corazon Y Vida","Massachusetts'","Massachusetts","Dyango'","Dyango'","Dyango'","Dyango","0","248.16281","6","0.929","nan","112.35","4","0.777","0","0.478119091","0.345045823","","","","","","","","","","","","","","","","","","","","","",""
"7973","b'Defend You (Album Version)'","Defend You (Album Version)'","Defend You (Album Version)","b'Discovering The Waterfront'","Discovering The Waterfront'","Discovering The Waterfront","Burlington Ontario Canada'","Burlington Ontario Canada","Silverstein'","Silverstein'","Silverstein'","Silverstein","0","208.16934","4","0.4","0.823777513","197.722","4","0.019","2005","0.80113645","0.6055071359999999","","","","","","","","","","","","","","","","","","","","","",""
"7974","b'Dale Darrell Waltrip Richard Petty Rusty Awesome Bill Irvin Gordon Earnhardt Smith...Johnson_ Jr. (Live)'","Dale Darrell Waltrip Richard Petty Rusty Awesome Bill Irvin Gordon Earnhardt Smith...Johnson_ Jr. (Live)'","Dale Darrell Waltrip Richard Petty Rusty Awesome Bill Irvin Gordon Earnhardt Smith...Johnson_ Jr. (Live)","bIt's A Sorry World""""","It's A Sorry World""""","It's A Sorry World","Georgia'","Georgia","Tim Wilson'","Tim Wilson'","Tim Wilson'","Tim Wilson","0","123.58485","5","0","nan","169.428","1","0","0","0.459797129","0.349912612","","","","","","","","","","","","","","","","","","","","","",""
"7975","b'St Patrick's An Dro""","St Patrick's An Dro""","St Patrick's An Dro","b'Un Galicien En Bretagne'","Un Galicien En Bretagne'","Un Galicien En Bretagne","","","Carlos Nunez'","Carlos Nunez'","Carlos Nunez'","Carlos Nunez","0","213.89016","7","0.584","nan","162.442","4","0.709","2003","0.535702528","0.384986117","","","","","","","","","","","","","","","","","","","","","",""
"7976","b'Holli Holi Nach Kuriye'","Holli Holi Nach Kuriye'","Holli Holi Nach Kuriye","b'Best Of Golden Star'","Best Of Golden Star'","Best Of Golden Star","","","Malkit Singh'","Malkit Singh'","Malkit Singh'","Malkit Singh","0","430.94159","5","0.536","nan","56.886","1","0","2007","0.483243067","0.324430892","bhangra ","punjabi","","","","","","","","","","","","","","","","","","","",""
"7977","b'Looking For A Kiss'","Looking For A Kiss'","Looking For A Kiss","b'Spunk'","Spunk'","Spunk","","","Sex Pistols'","Sex Pistols'","Sex Pistols'","Sex Pistols","0","190.74567","4","0.336","nan","133.6","1","0","1977","0.73118423","0.549204384","british ","punk rock ","uk ","london ","england ","english ","britannique ","classic pop and rock ","rock ","punk","","","","","","","","","","","",""
"7978","b'In My Hood (Explicit Album Version)'","In My Hood (Explicit Album Version)'","In My Hood (Explicit Album Version)","b'Real Talk'","Real Talk'","Real Talk","Brooklyn NY'","Brooklyn NY","Fabolous'","Fabolous'","Fabolous'","Fabolous","0","319.92118","1","0.6","0.6706750849999999","90.086","4","1","2004","0.571681627","0.54000775","hip hop rnb and dance hall","","","","","","","","","","","","","","","","","","","","",""
"7979","b'Baal's Hymn""","Baal's Hymn""","Baal's Hymn","bIn Bertolt Brecht's Baal""""","In Bertolt Brecht's Baal""""","In Bertolt Brecht's Baal","London UK'","London UK","David Bowie'","David Bowie'","David Bowie'","David Bowie","0","243.06893","0","0.588","0.270583472","141.816","3","0.312","1982","0.865970006","0.5947338599999999","british ","uk ","rock ","experimental ","glam rock ","english ","classic pop and rock ","post-disco ","britannique ","soul ","blue-eyed soul ","pop ","art rock","","","","","","","","",""
"7980","b'No Hay Manera'","No Hay Manera'","No Hay Manera","b'Arroz Con Habichuela'","Arroz Con Habichuela'","Arroz Con Habichuela","HOUSTON Texas'","HOUSTON Texas","El Gran Combo De Puerto Rico'","El Gran Combo De Puerto Rico'","El Gran Combo De Puerto Rico'","El Gran Combo De Puerto Rico","0","271.64689","7","0.355","0.53465524","192.417","4","0.797","2006","0.597531865","0","","","","","","","","","","","","","","","","","","","","","",""
"7981","b'Advice'","Advice'","Advice","b'Put It On Paper'","Put It On Paper'","Put It On Paper","Joliet IL &amp; Atlanta GA'","Joliet IL &amp; Atlanta GA","Ann Nesby / Jamecia Bennett'","Ann Nesby / Jamecia Bennett'","Ann Nesby / Jamecia Bennett'","Ann Nesby / Jamecia Bennett","0","340.79302","6","0.374","0","110.058","1","0","0","0.447913958","0.422575523","","","","","","","","","","","","","","","","","","","","","",""
"7982","b'Yo Soy Abacua'","Yo Soy Abacua'","Yo Soy Abacua","b'Algo Nuevo'","Algo Nuevo'","Algo Nuevo","","","Bobby Valentin'","Bobby Valentin'","Bobby Valentin'","Bobby Valentin","0","177.50159","0","0.732","nan","126.202","4","0","1970","0.405502993","0","bobby valentin","","","","","","","","","","","","","","","","","","","","",""
"7983","b'Let The Drummer Have Some'","Let The Drummer Have Some'","Let The Drummer Have Some","b'Fromohio'","Fromohio'","Fromohio","","","fIREHOSE'","fIREHOSE'","fIREHOSE'","fIREHOSE","0","61.83138","5","0.065","0.537503904","76.354","4","0","1989","0.552704814","0.387008322","","","","","","","","","","","","","","","","","","","","","",""
"7984","b'The Darkness (Komor Kommando Mix)'","The Darkness (Komor Kommando Mix)'","The Darkness (Komor Kommando Mix)","b'Endzeit Bunkertracks - Act IV: The Alfa Matrix Selection'","Endzeit Bunkertracks - Act IV: The Alfa Matrix Selection'","Endzeit Bunkertracks - Act IV: The Alfa Matrix Selection","Edmonton Alberta Canada'","Edmonton Alberta Canada","Zombie Girl'","Zombie Girl'","Zombie Girl'","Zombie Girl","0","256.73098","11","0.207","0.425124658","120.103","4","1","2009","0.639165318","0.443395585","electronic ","canadian","","","","","","","","","","","","","","","","","","","",""
"7985","b'Glisse'","Glisse'","Glisse","bL'eclusier""""","L'eclusier""""","L'eclusier","","","Fred Merpol'","Fred Merpol'","Fred Merpol'","Fred Merpol","0","117.13261","9","0.451","nan","151.973","4","0.845","0","0.377366436","0","","","","","","","","","","","","","","","","","","","","","",""
"7986","b'You Gotta Be Safe'","You Gotta Be Safe'","You Gotta Be Safe","b'Best of'","Best of'","Best of","Virginia'","Virginia","Twenty 4 Seven'","Twenty 4 Seven'","Twenty 4 Seven'","Twenty 4 Seven","0","223.18975","7","0.055","0.340922756","139.91","4","0.508","0","0.540862602","0.482490972","","","","","","","","","","","","","","","","","","","","","",""
"7987","b'Kan Hai De Ri Zi'","Kan Hai De Ri Zi'","Kan Hai De Ri Zi","b'Zhen Jin Dian - Hacken Lee 2'","Zhen Jin Dian - Hacken Lee 2'","Zhen Jin Dian - Hacken Lee 2","","","Hacken Lee'","Hacken Lee'","Hacken Lee'","Hacken Lee","0","221.962","3","0.449","0","138.033","4","0.384","0","0.487693972","0.341976804","chinese","","","","","","","","","","","","","","","","","","","","",""
"7988","b'When Rules Change'","When Rules Change'","When Rules Change","b'Ignite And Rebuild'","Ignite And Rebuild'","Ignite And Rebuild","Manchester CT'","Manchester CT","Life In Your Way'","Life In Your Way'","Life In Your Way'","Life In Your Way","0","198.05995","5","0.8179999999999999","0.457447167","90.35599999999999","7","0.764","2005","0.6314422240000001","0.448840338","","","","","","","","","","","","","","","","","","","","","",""
"7989","b'Milkman_ Keep Those Bottles Quiet'","Milkman_ Keep Those Bottles Quiet'","Milkman_ Keep Those Bottles Quiet","b'The Very Best of the King Sisters'","The Very Best of the King Sisters'","The Very Best of the King Sisters","","","The King Sisters'","The King Sisters'","The King Sisters'","The King Sisters","0","129.35791","3","0","nan","75.467","4","0.902","0","0.416147176","0.287446753","","","","","","","","","","","","","","","","","","","","","",""
"7990","b'Psalm 27'","Psalm 27'","Psalm 27","b'U gotta believe'","U gotta believe'","U gotta believe","","","Wilks'","Wilks'","Wilks'","Wilks","0","163.99628","4","0.129","nan","85.98099999999999","4","1","0","0.351182454","0.08016693900000001","","","","","","","","","","","","","","","","","","","","","",""
"7991","b'Take The Time'","Take The Time'","Take The Time","b'MSB'","MSB'","MSB","","","Michael Stanley Band'","Michael Stanley Band'","Michael Stanley Band'","Michael Stanley Band","0","335.09832","9","0.754","0","182.721","4","0.386","1982","0.44276965","0.294986617","","","","","","","","","","","","","","","","","","","","","",""
"7992","b'Rancho Moreno'","Rancho Moreno'","Rancho Moreno","b'22 Cumbias Ardientes'","22 Cumbias Ardientes'","22 Cumbias Ardientes","Mexico'","Mexico","Mar Azul'","Mar Azul'","Mar Azul'","Mar Azul","0","165.11955","7","0.872","0","147.003","4","0.265","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"7993","b'Together We Stand (Album Version)'","Together We Stand (Album Version)'","Together We Stand (Album Version)","b'Return'","Return'","Return","Detroit MI'","Detroit MI","The Winans'","The Winans'","The Winans'","The Winans","0","300.59057","8","0.476","0.249065795","135.909","4","0.526","0","0.482148325","0.344198187","","","","","","","","","","","","","","","","","","","","","",""
